35.168986,-111.58541999999998,26,10,0,18,0,163.7,0.32978
35.193903999999996,-111.58541999999998,26.5,10,0,18.25,0,150.61,0.40489
35.193903999999996,-111.66453999999997,26,9,0,17.5,0,150.61,0.31244
35.144068,-111.54585999999999,26.5,10.5,0,18.5,0,163.7,0.384
35.144068,-111.58541999999998,26,10,0,18,0,163.7,0.33333
35.218821999999996,-111.54585999999999,26.5,10.5,0,18.5,0,157.15,0.26622
35.144068,-111.66453999999997,26,9.5,0,17.75,0,170.25,0.27911
35.168986,-111.54585999999999,26.5,11,0,18.75,0,163.7,0.32311
35.193903999999996,-111.54585999999999,26.5,10.5,0,18.5,0,157.15,0.46267
35.144068,-111.62497999999998,26,10,0,18,0,163.7,0.32711
35.218821999999996,-111.66453999999997,25.5,9,0,17.25,0,157.15,0.12667
35.193903999999996,-111.62497999999998,26.5,9.5,0,18,0,144.06,0.41911
35.218821999999996,-111.58541999999998,26.5,10,0,18.25,0,150.61,0.33378
35.193903999999996,-111.5063,27,11,0,19,0,157.15,0.44978
35.11915,-111.66453999999997,25.5,9.5,0,17.5,0,170.25,0.28267
35.11915,-111.58541999999998,25.5,10.5,0,18,0,183.35,0.36311
35.144068,-111.5063,26.5,11,0,18.75,0,163.7,0.36444
35.11915,-111.54585999999999,25.5,10.5,0,18,0,183.35,0.36622
35.218821999999996,-111.5063,27,11,0,19,0,163.7,0.33289
35.11915,-111.62497999999998,25.5,10,0,17.75,0,176.8,0.27022
35.168986,-111.66453999999997,26,9.5,0,17.75,0,163.7,0.344
35.218821999999996,-111.62497999999998,26,9.5,0,17.75,0,150.61,0.29422
35.11915,-111.5063,26,11,0,18.5,0,183.35,0.30089
35.168986,-111.62497999999998,26,9.5,0,17.75,0,150.61,0.38
35.168986,-111.5063,27,11.5,0,19.25,0,163.7,0.47867
