Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1983,10,1,14.5,7,6,10.75,0.6,47311.28292722121
1983,10,2,15.5,3,0,9.25,0,39758.54711199919
1983,10,3,16,3,0,9.5,0,39094.736691589256
1983,10,4,18.5,-0.5,0,9,0,31922.376918223887
1983,10,5,17.5,1.5,7,9.5,0.7,34979.501250369336
1983,10,6,18.5,2,9,10.25,0.9,35219.98542030436
1983,10,7,20.5,4,0,12.25,0,34271.04081081892
1983,10,8,18,6,3,12,0.3,40066.09320861069
1983,10,9,20.5,2.5,0,11.5,0,32409.21480596455
1983,10,10,21.5,2,0,11.75,0,31877.76662874191
1983,10,11,19.5,3,0,11.25,0,34781.20887798386
1983,10,12,19.5,1,0,10.25,0,31306.653706937203
1983,10,13,19,0.5,0,9.75,0,32373.321477140395
1983,10,14,17,3,0,10,0,37804.04036780116
1983,10,15,16.5,-1.5,0,7.5,0,32991.997845432685
1983,10,16,17,0,0,8.5,0,33021.291074259025
1983,10,17,15.5,0.5,0,8,0,36440.26470878479
1983,10,18,18.5,0.5,0,9.5,0,32921.883529759376
1983,10,19,15.5,1.5,0,8.5,0,37424.129884160226
1983,10,20,18.5,-2.5,0,8,0,29607.715075887638
1983,10,21,19.5,-2,0,8.75,0,28137.743162070303
1983,10,22,20.5,-3,0,8.75,0,25973.301380372584
1983,10,23,20.5,-1.5,0,9.5,0,28806.648088539452
1983,10,24,17.5,1.5,0,9.5,0,34979.501250369336
1983,10,25,16,1.5,0,8.75,0,36795.510288861165
1983,10,26,16,2.5,0,9.25,0,37665.99200084134
1983,10,27,14.5,2,0,8.25,0,40303.90786883599
1983,10,28,16.5,0.5,0,8.5,0,35222.71047920962
1983,10,29,17.5,0,0,8.75,0,32466.626725465732
1983,10,30,17,0.5,0,8.75,0,34631.06850716344
1983,10,31,17.5,1,0,9.25,0,33480.88177852563
1983,11,1,16.5,0.5,0,8.5,0,35222.71047920962
1983,11,2,15.5,0.5,3,8,0.3,36440.26470878479
1983,11,3,18,0.5,0,9.25,0,33480.88177852563
1983,11,4,18,-0.5,0,8.75,0,32466.626725465732
1983,11,5,17.5,0.5,0,9,0,34050.53537943881
1983,11,6,18.5,-0.5,0,9,0,31922.376918223887
1983,11,7,18,-0.5,0,8.75,0,32466.626725465732
1983,11,8,12,0,5,6,0.5,39191.72751536804
1983,11,9,10.5,-7.5,0,1.5,0,32299.21355983376
1983,11,10,15,-2,0,6.5,0,32812.88080068159
1983,11,11,16.5,-1,0,7.75,0,32433.329669908806
1983,11,12,13.5,4.5,0,9,0,44691.32768551344
1983,11,13,14,5.5,1,9.75,0.1,46536.64962338931
1983,11,14,12.5,-0.5,0,6,0,39191.72751536804
1983,11,15,14.5,-6.5,0,4,0,27038.085455496814
1983,11,16,14.5,-5.5,0,4.5,0,29005.598262942596
1983,11,17,12.5,-3.5,0,4.5,0,34806.71791553112
1983,11,18,6.5,-2,6,2.25,0.6,44213.89342238058
1983,11,19,7,-8.5,0,-0.75,0,33800.98109679661
1983,11,20,4.5,-3.5,5,0.5,0.5,46288.34818618117
1983,11,21,2.5,-5,6,-1.25,0.6,48213.519828820725
1983,11,22,1,-10,1,-4.5,0.1,39095.99388987677
1983,11,23,2.5,-11.5,0,-4.5,0,33510.85190560866
1983,11,24,8.5,-10.5,0,-1,0,30122.93923835627
1983,11,25,3,-5.5,18,-1.25,1.8,43830.472571655206
1983,11,26,1.5,-11.5,0,-5,0,34804.903029888956
1983,11,27,3.5,-13,0,-4.75,0,34151.053343972824
1983,11,28,5.5,-14,0,-4.25,0,27403.32240520434
1983,11,29,7.5,-12,0,-2.25,0,28314.211851063577
1983,11,30,9,-8.5,0,0.25,0,31423.66984446173
1983,12,1,4,-4.5,3,-0.25,0.3,44808.705770186556
1983,12,2,4,-2,7,1,0.7,48364.91294064184
1983,12,3,4.5,-6,15,-0.75,1.5,42251.22637099577
1983,12,4,4,-4.5,9,-0.25,0.9,44808.705770186556
1983,12,5,1.5,-13,0,-5.75,0,36851.580033509956
1983,12,6,7,-14.5,0,-3.75,0,26390.880961170886
1983,12,7,12.5,-9.5,0,1.5,0,25121.610546537366
1983,12,8,12.5,-6,0,3.25,0,31675.95421551585
1983,12,9,10.5,-6,0,2.25,0,34010.68724798506
1983,12,10,10,-2,0,4,0,39055.01232460651
1983,12,11,12.5,-5.5,0,3.5,0,31120.62879908915
1983,12,12,6.5,-4.5,0,1,0,40924.15710362002
1983,12,13,7,-8,0,-0.5,0,33188.38557400201
1983,12,14,8.5,-3.5,0,2.5,0,40091.38677525975
1983,12,15,10.5,-1.5,0,4.5,0,40607.837568119634
1983,12,16,10,-7.5,0,1.25,0,32885.35720980841
1983,12,17,8.5,-3.5,0,2.5,0,40091.38677525975
1983,12,18,8,-6,0,1,0,37203.77918510911
1983,12,19,6.5,-5.5,0,0.5,0,38573.62348848431
1983,12,20,4.5,-2.5,0,1,0,48364.91294064184
1983,12,21,3,-2,0,0.5,0,50145.7105350296
1983,12,22,3.5,-1.5,0,1,0,52085.290859152745
1983,12,23,8,1,0,4.5,0,46408.95722070816
1983,12,24,11,1.5,0,6.25,0,43655.93557779327
1983,12,25,8.5,1,14,4.75,1.4,45603.653723784024
1983,12,26,5.5,0,7,2.75,0.7,49230.20568849641
1983,12,27,6.5,1,9,3.75,0.9,48921.85724596155
1983,12,28,4,-8,5,-2,0.5,37059.40007637627
1983,12,29,5,-15,0,-5,0,29004.08585824079
1983,12,30,11.5,-8.5,0,1.5,0,28710.412053185566
1983,12,31,9,-3.5,0,2.75,0,39384.164550797126
1984,1,1,5,-3,0,1,0,44644.53502213093
1984,1,2,3.5,-6,0,-1.25,0,43830.472571655206
1984,1,3,6,-5.5,0,0.25,0,39279.58730557716
1984,1,4,11,-6,0,2.5,0,33409.488979383124
1984,1,5,9,-4.5,0,2.25,0,37411.75597278357
1984,1,6,11,-4.5,0,3.25,0,34843.54963706744
1984,1,7,12,-6,0,3,0,32242.375573475045
1984,1,8,13.5,-5.5,0,4,0,30042.317172774237
1984,1,9,11.5,-4.5,0,3.5,0,34232.69167899807
1984,1,10,10,-7.5,0,1.25,0,32885.35720980841
1984,1,11,6,-7,0,-0.5,0,37336.93377075226
1984,1,12,4.5,-9.5,0,-2.5,0,33652.181862305995
1984,1,13,3.5,-6.5,0,-1.5,0,40180.23055696552
1984,1,14,1,-4,8,-1.5,0.8,49109.17068073564
1984,1,15,6,-10.5,7,-2.25,0.7,33033.24715957417
1984,1,16,5.5,-13,0,-3.75,0,31669.057153405065
1984,1,17,2,-10,4,-4,0.4,37648.513199409106
1984,1,18,4.5,-19.5,0,-7.5,0,21084.306162969937
1984,1,19,7,-15,0,-4,0,26891.79514243508
1984,1,20,3,-13.5,0,-5.25,0,29560.60059695602
1984,1,21,4,-15,0,-5.5,0,30129.02858149493
1984,1,22,6,-10.5,0,-2.25,0,33033.24715957417
1984,1,23,4,-11.5,0,-3.75,0,31669.057153405065
1984,1,24,9.5,-9.5,0,0,0,28000
1984,1,25,11.5,-7.5,0,2,0,31161.59478587525
1984,1,26,7,-6.5,0,0.25,0,35351.628575019444
1984,1,27,8.5,-7.5,0,0.5,0,34716.26113963588
1984,1,28,12,-7,0,2.5,0,30068.540081444815
1984,1,29,14.5,-6,0,4.25,0,29518.870423835837
1984,1,30,11,-6,0,2.5,0,33409.488979383124
1984,1,31,13,-8.5,0,2.25,0,27208.54979838805
1984,2,1,10.5,-8,0,1.25,0,29231.42863094081
1984,2,2,9,-7,0,1,0,33483.40126659819
1984,2,3,13,-9.5,0,1.75,0,24674.77491622351
1984,2,4,12,-6.5,0,2.75,0,29538.123413097845
1984,2,5,12.5,-4.5,0,4,0,33046.548890051665
1984,2,6,13.5,-7.5,0,3,0,29018.13801612754
1984,2,7,12,-7,0,2.5,0,30068.540081444815
1984,2,8,11,-9,0,1,0,29763.023348087285
1984,2,9,10.5,-7,0,1.75,0,31724.71060657308
1984,2,10,7,-5,0,1,0,40924.15710362002
1984,2,11,5.5,-9,0,-1.75,0,36380.664905007594
1984,2,12,11.5,-11,0,0.25,0,27495.711113904013
1984,2,13,14.5,-5,0,4.75,0,31352.511935101516
1984,2,14,4.5,-3.5,0,0.5,0,46288.34818618117
1984,2,15,10.5,-12,0,-0.75,0,25350.73582259746
1984,2,16,10.5,-8,0,1.25,0,29231.42863094081
1984,2,17,3,-7.5,2,-2.25,0.2,42471.317776595366
1984,2,18,5.5,-9.5,0,-2,0,32426.975066829233
1984,2,19,4.5,-8.5,0,-2,0,37059.40007637627
1984,2,20,4.5,-7.5,0,-1.5,0,40180.23055696552
1984,2,21,12.5,-12,0,0.25,0,23567.752383346295
1984,2,22,9,-6.5,0,1.25,0,32885.35720980841
1984,2,23,8.5,-9,0,-0.25,0,32588.14965104477
1984,2,24,11,-9.5,0,0.75,0,26517.253580984492
1984,2,25,6.5,-6,0,0.25,0,39279.58730557716
1984,2,26,5,-8.5,0,-1.75,0,36380.664905007594
1984,2,27,9.5,-9.5,0,0,0,28000
1984,2,28,12.5,-8.5,0,2,0,27699.195365222447
1984,2,29,15,-7,0,4,0,27038.085455496814
1984,3,1,15,-5.5,0,4.75,0,28502.28357736502
1984,3,2,16,-6,0,5,0,25207.842853755265
1984,3,3,14,-4,0,5,0,30809.585710145326
1984,3,4,6,-6,0,0,0,40000
1984,3,5,4.5,-9,0,-2.25,0,37752.28246808478
1984,3,6,9.5,-10.5,0,-0.5,0,29039.83737725176
1984,3,7,12.5,-11.5,0,0.5,0,23144.174093090583
1984,3,8,14.5,-6,0,4.25,0,26566.983381452254
1984,3,9,13.5,-5,0,4.25,0,29518.870423835837
1984,3,10,15,-6,0,4.5,0,26105.03843664834
1984,3,11,14,-3,0,5.5,0,32459.985492982538
1984,3,12,15,-4.5,0,5.25,0,27524.683193889807
1984,3,13,16.5,-4,0,6.25,0,23111.965894125853
1984,3,14,14.5,2,0,8.25,0,33586.58989069666
1984,3,15,13,-4,0,4.5,0,23204.47861035408
1984,3,16,16,-3,0,6.5,0,20192.54203118867
1984,3,17,14,-4,0,5,0,19606.099997365207
1984,3,18,13,-6,0,3.5,0,18672.377279453493
1984,3,19,15,-5.5,0,4.75,0,17101.37014641901
1984,3,20,18,-5,0,6.5,0,12620.338769492919
1984,3,21,18.5,-5,0,6.75,0,12404.892214162453
1984,3,22,12,-2.5,3,4.75,0.3,28502.28357736502
1984,3,23,12,-6.5,0,2.75,0,16410.068562832137
1984,3,24,16,-7,0,4.5,0,11602.23930517704
1984,3,25,15.5,-1.5,0,7,0,19509.6853344644
1984,3,26,11.5,0.5,13,6,1.3,36578.94568101016
1984,3,27,6.5,-2.5,13,2,1.3,45011.19246848647
1984,3,28,11,-6,0,2.5,0,20045.693387629875
1984,3,29,13,-7,0,3,0,9672.712672042511
1984,3,30,8.5,-3.5,0,2.5,0,23386.64228556819
1984,3,31,11.5,-8,0,1.75,0,10574.903535524361
1984,4,1,6,-4.5,0,0.75,0,26517.253580984492
1984,4,2,8,-3,0,2.5,0,23386.64228556819
1984,4,3,12,-6,0,3,0,12896.950229390019
1984,4,4,16.5,-6.5,0,5,0,8402.614284585088
1984,4,5,16.5,-2.5,0,7,0,9754.8426672322
1984,4,6,10,0,2,5,0.2,25207.842853755265
1984,4,7,14,-0.5,0,6.75,0,14885.870656994945
1984,4,8,17.5,-3,0,7.25,0,9588.988866643653
1984,4,9,12.5,0.5,0,6.5,0,20192.54203118867
1984,4,10,18,-5,0,6.5,0,10096.271015594335
1984,4,11,16.5,1.5,0,9,0,12768.950767289554
1984,4,12,19.5,-5,0,7.25,0,9588.988866643653
1984,4,13,21.5,-2.5,0,9.5,0,8230.470882439844
1984,4,14,21.5,-0.5,0,10.5,0,9621.291780438978
1984,4,15,22.5,-0.5,0,11,0,9306.162505866045
1984,4,16,24,-1.5,0,11.25,0,9152.949704732595
1984,4,17,22,1,0,11.5,0,10803.071601988186
1984,4,18,18,2.5,0,10.25,0,11739.995140101451
1984,4,19,12,1,0,6.5,0,15144.406523391504
1984,4,20,9.5,-3,0,3.25,0,12670.381686206341
1984,4,21,14,-4.5,0,4.75,0,11400.913430946006
1984,4,22,16.5,-2.5,0,7,0,9754.8426672322
1984,4,23,21,-5.5,0,7.75,0,6949.999214980458
1984,4,24,20,-0.5,0,9.75,0,10116.662961606373
1984,4,25,13.5,-1.5,0,6,0,13063.909171789344
1984,4,26,4,-8.5,0,-2.25,0,14157.105925531789
1984,4,27,7,-11,0,-2,0,9264.850019094067
1984,4,28,5,-7,4,-1,0.4,17213.108136203584
1984,4,29,12.5,-7,0,2.75,0,9846.041137699282
1984,4,30,15,-6.5,0,4.25,0,8855.66112715075
1984,5,1,17,-4.5,0,6.25,0,10271.984841833711
1984,5,2,19,-0.5,0,9.25,0,10462.77555578926
1984,5,3,23,0.5,0,11.75,0,10625.922209580636
1984,5,4,22.5,2.5,0,12.5,0,10113.721759865319
1984,5,5,22,5,0,13.5,0,12631.119512626236
1984,5,6,22,2.5,0,12.25,0,10281.312243245678
1984,5,7,20,-2,0,9,0,10640.792306074629
1984,5,8,23,-3.5,0,9.75,0,8093.330369285099
1984,5,9,26.5,-1.5,0,12.5,0,8428.101466554432
1984,5,10,26.5,1,0,13.75,0,9320.441729810474
1984,5,11,26.5,0.5,0,13.5,0,9473.339634469676
1984,5,12,27.5,2,0,14.75,0,8735.951816687302
1984,5,13,28.5,5,0,16.75,0,10248.509418077847
1984,5,14,27,7,2,17,0.2,11348.178897883254
1984,5,15,21.5,5.5,8,13.5,0.8,12631.119512626236
1984,5,16,21.5,2,0,11.75,0,10625.922209580636
1984,5,17,22.5,-0.5,0,11,0,9306.162505866045
1984,5,18,24,3,0,13.5,0,11052.229573547955
1984,5,19,26.5,2.5,0,14.5,0,8878.116763885642
1984,5,20,28,3,0,15.5,0,9711.992711252773
1984,5,21,27,3.5,0,15.25,0,9869.096911732755
1984,5,22,30,5,0,17.5,0,9773.274304811972
1984,5,23,31,6.5,0,18.75,0,10164.67183179518
1984,5,24,29.5,6,0,17.75,0,9620.408186267165
1984,5,25,29,9,0,19,0,11119.132769814252
1984,5,26,29.5,5,0,17.25,0,9928.876885612604
1984,5,27,30.5,6,0,18.25,0,9322.674229528062
1984,5,28,30.5,4.5,0,17.5,0,9773.274304811972
1984,5,29,30,5.5,0,17.75,0,9620.408186267165
1984,5,30,29,7,2,18,0.2,10654.003657536958
1984,5,31,27,7.5,1,17.25,0.1,11169.986496314179
1984,6,1,26.5,7.5,0,17,0,11348.178897883254
1984,6,2,26,2.5,0,14.25,0,9022.88474465476
1984,6,3,24.5,4.5,0,14.5,0,11837.489018514189
1984,6,4,23.5,4,0,13.75,0,10873.848684778886
1984,6,5,17,7.5,0,12.25,0,25703.280608114193
1984,6,6,19.5,6.5,0,13,0,16312.759387205951
1984,6,7,21,5,0,13,0,13050.207509764761
1984,6,8,22,0.5,0,11.25,0,10983.539645679113
1984,6,9,24,0,0,12,0,8710.020262741455
1984,6,10,24.5,7.5,0,16,0,12093.609888361825
1984,6,11,24.5,2.5,0,13.5,0,9473.339634469676
1984,6,12,25.5,3,0,14.25,0,10526.698868763888
1984,6,13,26.5,6,0,16.25,0,10579.753647009285
1984,6,14,27,3,0,15,0,10029.061409142772
1984,6,15,25.5,3,0,14.25,0,10526.698868763888
1984,6,16,25,3,0,14,0,10698.69319005891
1984,6,17,27.5,1.5,0,14.5,0,8878.116763885642
1984,6,18,27.5,2.5,0,15,0,8596.338350693804
1984,6,19,26.5,4.5,0,15.5,0,11099.42024143174
1984,6,20,26.5,3,0,14.75,0,10191.943786135185
1984,6,21,27.5,2.5,0,15,0,8596.338350693804
1984,6,22,28.5,3,0,15.75,0,9557.692461536672
1984,6,23,30,4.5,0,17.25,0,9928.876885612604
1984,6,24,31,9.5,0,20.25,0,11317.782781638909
1984,6,25,25.5,12.5,0,19,0,14454.872600758528
1984,6,26,27.5,13,0,20.25,0,14404.450812994975
1984,6,27,30.5,8.5,0,19.5,0,10778.30938321918
1984,6,28,33,7,0,20,0,9404.277401706144
1984,6,29,30,12,0,21,0,12771.656988570101
1984,6,30,25,12.5,2,18.75,0.2,14682.303757037482
1984,7,1,28.5,11.5,1,20,0.1,12539.03653560819
1984,7,2,28.5,11.5,0,20,0,12539.03653560819
1984,7,3,29,11.5,0,20.25,0,12346.672125424264
1984,7,4,32.5,10.5,0,21.5,0,11433.342965315165
1984,7,5,34,8,0,21,0,9824.351529669308
1984,7,6,32.5,10,0,21.25,0,10642.267935667389
1984,7,7,30.5,10,0,20.25,0,11317.782781638909
1984,7,8,29.5,10,0,19.75,0,11673.549242374711
1984,7,9,29.5,10,0,19.75,0,11673.549242374711
1984,7,10,30,9.5,2,19.75,0.2,11673.549242374711
1984,7,11,29,11,0,20,0,12539.03653560819
1984,7,12,27,9.5,9,18.25,0.9,12818.677065601085
1984,7,13,26.5,12.5,0,19.5,0,14011.802198184936
1984,7,14,27,12,10,19.5,1,14011.802198184936
1984,7,15,28,10,6,19,0.6,12231.046046795678
1984,7,16,30,10,8,20,0.8,11494.116824307508
1984,7,17,28.5,10.5,9,19.5,0.9,15089.633136506853
1984,7,18,29,9.5,4,19.25,0.4,15326.120256066295
1984,7,19,28.5,12.5,3,20.5,0.3,21275.840884033707
1984,7,20,28.5,10,0,19.25,0,13136.674505199682
1984,7,21,22.5,11.5,2,17,0.2,27739.992861492403
1984,7,22,23.5,11,0,17.25,0,23581.082603329934
1984,7,23,26,8,4,17,0.4,20174.540262903563
1984,7,24,27,11.5,14,19.25,1.4,24083.90325953275
1984,7,25,27,10.5,8,18.75,0.8,25976.383570143236
1984,7,26,25.5,10.5,6,18,0.6,29594.454604269322
1984,7,27,25.5,9.5,3,17.5,0.3,29319.822914435917
1984,7,28,22.5,10.5,6,16.5,0.6,37745.861041062766
1984,7,29,24.5,11,6,17.75,0.6,34873.97967521847
1984,7,30,23,12,7,17.5,0.7,41536.415795450885
1984,7,31,26,8,4,17,0.4,29000.90162792387
1984,8,1,26.5,8.5,6,17.5,0.6,29319.822914435917
1984,8,2,27.5,7.5,0,17.5,0,21989.867185826934
1984,8,3,28.5,8.5,0,18.5,0,22944.259031753532
1984,8,4,28,10.5,13,19.25,1.3,30652.24051213259
1984,8,5,24,12.5,2,18.25,0.2,39621.365475494254
1984,8,6,24.5,8,4,16.25,0.4,33061.73014690402
1984,8,7,29.5,10,0,19.75,0,25469.561983363004
1984,8,8,28.5,9.5,0,19,0,25574.00537057278
1984,8,9,28.5,10.5,0,19.5,0,26945.77345804795
1984,8,10,28.5,10.5,4,19.5,0.4,31257.097211335622
1984,8,11,26.5,11.5,7,19,0.7,36693.13814038703
1984,8,12,28,12.5,0,20.25,0,32924.45900113137
1984,8,13,28,13,0,20.5,0,33433.464246338684
1984,8,14,26.5,11,0,18.75,0,31623.423476696116
1984,8,15,25,11.5,0,18.25,0,36125.36263942123
1984,8,16,24.5,10.5,0,17.5,0,34206.4600668419
1984,8,17,25.5,10,8,17.75,0.8,36076.53069850187
1984,8,18,23.5,10,9,16.75,0.9,39712.97399505165
1984,8,19,21.5,11,12,16.25,1.2,43641.4837939133
1984,8,20,21,10,21,15.5,2.1,43010.253435547995
1984,8,21,22.5,8,5,15.25,0.5,38066.51665954062
1984,8,22,23,7,4,15,0.4,35818.07646122419
1984,8,23,22,10.5,4,16.25,0.4,42319.01458803714
1984,8,24,22.5,8,5,15.25,0.5,38066.51665954062
1984,8,25,24.5,8.5,0,16.5,0,36444.279625853706
1984,8,26,25.5,8,8,16.75,0.8,34588.71928601273
1984,8,27,27,7,0,17,0,30261.810394355347
1984,8,28,28,9,0,18.5,0,32121.962644454947
1984,8,29,29.5,9.5,0,19.5,0,31257.097211335622
1984,8,30,30.5,8.5,0,19.5,0,29101.435334691785
1984,8,31,29,11,0,20,0,34482.350472922524
1984,9,1,25.5,12,16,18.75,1.6,39529.27934587015
1984,9,2,27,8,0,17.5,0,32984.8007787404
1984,9,3,28.5,6.5,0,17.5,0,29319.822914435917
1984,9,4,30,6.5,0,18.25,0,27968.02268858418
1984,9,5,29,7,0,18,0,29594.454604269322
1984,9,6,27.5,4.5,0,16,0,28218.423072844256
1984,9,7,26,4.5,0,15.25,0,29607.29073519826
1984,9,8,28,7,0,17.5,0,30541.482202537412
1984,9,9,28.5,9,0,18.75,0,32752.831458006694
1984,9,10,25,8.5,3,16.75,0.3,35869.78296327246
1984,9,11,23.5,9.5,3,16.5,0.3,39047.44245627183
1984,9,12,25,4.5,0,14.75,0,30575.831358405554
1984,9,13,27,5.5,0,16.25,0,30416.791735151695
1984,9,14,29,6.5,0,17.75,0,28861.224558801496
1984,9,15,26,10,1,18,0.1,36697.12370929396
1984,9,16,25,7.5,0,16.25,0,34384.199352780175
1984,9,17,25,6.5,0,15.75,0,32769.23129669716
1984,9,18,25,7.5,0,16.25,0,34384.199352780175
1984,9,19,27,7,0,17,0,31522.71916078682
1984,9,20,26,6,0,16,0,30905.89193692466
1984,9,21,24,6.5,0,15.25,0,33836.903697369446
1984,9,22,23,6.5,0,14.75,0,34943.80726674921
1984,9,23,22,7,0,14.5,0,36992.15318285684
1984,9,24,21.5,8,0,14.75,0,39311.78317509286
1984,9,25,18,4.5,3,11.25,0.3,38442.3887598769
1984,9,26,15,7,12,11,1.2,46530.81252933023
1984,9,27,19.5,2.5,9,11,0.9,33502.185021117766
1984,9,28,22.5,1,0,11.75,0,28335.792558881694
1984,9,29,23,1.5,0,12.25,0,29130.384689196086
1984,9,30,20.5,2.5,0,11.5,0,32409.21480596455
1984,10,1,17,5.5,6,11.25,0.6,42103.56864176994
1984,10,2,17,4,0,10.5,0,38485.16712175591
1984,10,3,14,1.5,7,7.75,0.7,39383.32888488926
1984,10,4,16,1.5,4,8.75,0.4,36795.510288861165
1984,10,5,17.5,0,0,8.75,0,32466.626725465732
1984,10,6,19,0.5,0,9.75,0,32373.321477140395
1984,10,7,21,-0.5,0,10.25,0,29349.98785025363
1984,10,8,21.5,-0.5,0,10.5,0,28863.875341316936
1984,10,9,21,0,0,10.5,0,28863.875341316936
1984,10,10,21.5,0,0,10.75,0,28386.769756332724
1984,10,11,18,0,0,9,0,31922.376918223887
1984,10,12,17.5,5,2,11.25,0.2,40272.97870082341
1984,10,13,20.5,0.5,0,10.5,0,30788.13369740473
1984,10,14,15.5,1,0,8.25,0,35825.69588340977
1984,10,15,10.5,-4,0,3.25,0,34843.54963706744
1984,10,16,9.5,-9.5,0,0,0,28000
1984,10,17,8,-2,7,3,0.7,41915.08824551755
1984,10,18,9.5,-5.5,0,2,0,34623.994206528056
1984,10,19,10,-5.5,0,2.25,0,34010.68724798506
1984,10,20,8.5,-3,0,2.75,0,39384.164550797126
1984,10,21,7.5,-4.5,2,1.5,0.2,39476.81657313014
1984,10,22,8.5,-7,0,0.75,0,34093.61174698006
1984,10,23,10,-5.5,0,2.25,0,34010.68724798506
1984,10,24,9.5,-6,0,1.75,0,35249.67845174787
1984,10,25,9.5,-5,0,2.25,0,37411.75597278357
1984,10,26,12.5,-6,0,3.25,0,31675.95421551585
1984,10,27,11.5,0.5,0,6,0,41804.5093497259
1984,10,28,14,-4,0,5,0,30809.585710145326
1984,10,29,15.5,-4.5,0,5.5,0,29754.986701900656
1984,10,30,16,-4.5,0,5.75,0,29242.873761369487
1984,10,31,15.5,-1.5,0,7,0,34141.9493353127
1984,11,1,15.5,-4,0,5.75,0,29242.873761369487
1984,11,2,17.5,-6.5,0,5.5,0,24344.989119736903
1984,11,3,20,-3,0,8.5,0,26417.032859407216
1984,11,4,20.5,-5,0,7.75,0,25483.330454928346
1984,11,5,20,-4.5,0,7.75,0,25483.330454928346
1984,11,6,16.5,-1,0,7.75,0,32433.329669908806
1984,11,7,15.5,-4.5,0,5.5,0,29754.986701900656
1984,11,8,10.5,1.5,0,6,0,44417.29118408377
1984,11,9,11,-4,0,3.5,0,34232.69167899807
1984,11,10,13.5,-10.5,0,1.5,0,25121.610546537366
1984,11,11,16,-7.5,0,4.25,0,26566.983381452254
1984,11,12,17,-7,0,5,0,25207.842853755265
1984,11,13,13.5,-1.5,0,6,0,36578.94568101016
1984,11,14,13,-5,0,4,0,33046.548890051665
1984,11,15,13.5,-6.5,0,3.5,0,28008.565919180233
1984,11,16,12.5,-3,0,4.75,0,34202.74029283802
1984,11,17,9.5,-6,0,1.75,0,35249.67845174787
1984,11,18,10,-9,0,0.5,0,30858.898790787447
1984,11,19,10,-6,0,2,0,34623.994206528056
1984,11,20,10.5,-10.5,0,0,0,28000
1984,11,21,9,-8.5,0,0.25,0,31423.66984446173
1984,11,22,8,-1.5,0,3.25,0,44346.335901722196
1984,11,23,4.5,-2.5,14,1,1.4,48364.91294064184
1984,11,24,5,-9.5,14,-2.25,1.4,33033.24715957417
1984,11,25,1.5,-7.5,11,-3,1.1,44908.98407276407
1984,11,26,-0.5,-13,0,-6.75,0,39791.915541568356
1984,11,27,2,-19,0,-8.5,0,22793.3872174762
1984,11,28,7.5,-10,0,-1.25,0,30681.330800158645
1984,11,29,7.5,-9,0,-0.75,0,33800.98109679661
1984,11,30,8,-9.5,0,-0.75,0,29575.858459697036
1984,12,1,7,-10,0,-1.5,0,31251.29043319541
1984,12,2,9,-12,0,-1.5,0,26786.820371310347
1984,12,3,6.5,-10,0,-1.75,0,31833.081791881643
1984,12,4,5,-4,2,0.5,0.2,42430.98583733274
1984,12,5,7,-6.5,0,0.25,0,35351.628575019444
1984,12,6,7,-4.5,0,1.25,0,40193.21436754361
1984,12,7,10.5,-6,0,2.25,0,34010.68724798506
1984,12,8,5.5,-5,6,0.25,0.6,43207.546036134874
1984,12,9,7.5,-8.5,0,-0.5,0,33188.38557400201
1984,12,10,6,-7,5,-0.5,0.5,37336.93377075226
1984,12,11,4,-1,12,1.5,1.2,50243.22109307473
1984,12,12,4,-1.5,13,1.25,1.3,51155.00010414641
1984,12,13,2.5,-5,19,-1.25,1.9,48213.519828820725
1984,12,14,-1,-13,8,-7,0.8,40567.175187567875
1984,12,15,-2,-9.5,2,-5.75,0.2,42993.510039094945
1984,12,16,-1.5,-7.5,5,-4.5,0.5,50266.27785841299
1984,12,17,3.5,-6,1,-1.25,0.1,43830.472571655206
1984,12,18,5,-6,0,-0.5,0,41485.481967502514
1984,12,19,4,-5,5,-0.5,0.5,45634.03016425276
1984,12,20,2,-3.5,9,-0.75,0.9,50701.47164519492
1984,12,21,4.5,-15.5,0,-5.5,0,30129.02858149493
1984,12,22,3.5,-18.5,0,-7.5,0,28112.40821729325
1984,12,23,8.5,-16.5,0,-4,0,21513.436113948064
1984,12,24,8,-14.5,0,-3.25,0,25419.933451451085
1984,12,25,6,-8,0,-1,0,34426.21627240717
1984,12,26,6,-9,2,-1.5,0.2,35715.76049508046
1984,12,27,3.5,0,25,1.75,2.5,52874.51767762181
1984,12,28,4,-1,13,1.5,1.3,50243.22109307473
1984,12,29,5.5,-6.5,3,-0.5,0.3,37336.93377075226
1984,12,30,8.5,-11,0,-1.25,0,30681.330800158645
1985,1,1,3,-14,0,-5.5,0,30129.02858149493
1985,1,2,2,-12,0,-5,0,34804.903029888956
1985,1,3,2,-11.5,0,-4.75,0,34151.053343972824
1985,1,4,5,-10.5,0,-2.75,0,34284.07004275176
1985,1,5,8.5,-12.5,0,-2,0,27794.550057282202
1985,1,6,9,-10.5,0,-0.75,0,29575.858459697036
1985,1,7,5,-2.5,0,1.25,0,47501.071525278814
1985,1,8,2,-3,16,-0.5,1.6,49782.57836100301
1985,1,9,3.5,-7,4,-1.75,0.4,40928.24801813354
1985,1,10,4,-14,0,-5,0,29004.08585824079
1985,1,11,6,-17,0,-5.5,0,24103.22286519594
1985,1,12,1,-8,2,-3.5,0.2,41440.54204949904
