Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1995,12,18,5,-10.5,0,-2.75,0,29386.345750930082
1995,12,19,4,-13.5,0,-4.75,0,28459.21111997735
1995,12,20,3,-13.5,0,-5.25,0,29560.60059695602
1995,12,21,2.5,-15.5,0,-6.5,0,26022.068738583905
1995,12,22,2,-13,0,-5.5,0,30129.02858149493
1995,12,23,1,-14.5,0,-6.75,0,33159.929617973634
1995,12,24,0.5,-11.5,9,-5.5,0.9,36154.83429779391
1995,12,25,0.5,-12.5,0,-6,0,37563.30277754934
1995,12,26,3.5,-13.5,0,-5,0,29004.08585824079
1995,12,27,7.5,-14,0,-3.25,0,20335.946761160867
1995,12,28,6.5,-12.5,0,-3,0,14969.661357588024
1995,12,29,6.5,-12.5,0,-3,0,14969.661357588024
1995,12,30,7.5,-4.5,0,1.5,0,25121.610546537366
1995,12,31,10.5,-2,0,4.25,0,23615.096339068667
1996,1,1,8.5,-5,0,1.75,0,38774.646296922656
1996,1,2,5,-8,0,-1.5,0,35715.76049508046
1996,1,3,9,-9.5,0,-0.25,0,28514.630944664175
1996,1,4,9.5,-8,0,0.75,0,30305.432663982276
1996,1,5,10.5,-9,0,0.75,0,30305.432663982276
1996,1,6,10,-7.5,0,1.25,0,32885.35720980841
1996,1,7,12,-7,0,2.5,0,30068.540081444815
1996,1,8,14.5,-11,0,1.75,0,24674.77491622351
1996,1,9,16,-9.5,0,3.25,0,22173.167950861098
1996,1,10,14.5,-6.5,0,4,0,27038.085455496814
1996,1,11,13.5,-5.5,0,4,0,30042.317172774237
1996,1,12,13,-5.5,0,3.75,0,30576.16077872597
1996,1,13,14.5,-8,0,3.25,0,25340.763372412683
1996,1,14,15,-7.5,0,3.75,0,27518.544700853374
1996,1,15,13.5,-7.5,0,3,0,29018.13801612754
1996,1,16,12.5,-5,0,3.75,0,33633.77685659857
1996,1,17,9,-5.5,0,1.75,0,35249.67845174787
1996,1,18,5.5,-13.5,0,-4,0,26891.79514243508
1996,1,19,5.5,-9.5,0,-2,0,32426.975066829233
1996,1,20,6.5,-10.5,0,-2,0,32426.975066829233
1996,1,21,6,-11,0,-2.5,0,33652.181862305995
1996,1,22,2.5,-9,6,-3.25,0.6,40671.893522321734
1996,1,23,1,-15,4,-7,0.4,33805.97932297323
1996,1,24,3,-16.5,0,-6.75,0,26527.943694378904
1996,1,25,4.5,-13.5,0,-4.5,0,27925.709921340553
1996,1,26,6,-12.5,0,-3.25,0,30503.920141741302
1996,1,27,5.5,-13,0,-3.75,0,31669.057153405065
1996,1,28,8,-5,0,1.5,0,39476.81657313014
1996,1,29,8.5,-8,0,0.25,0,31423.66984446173
1996,1,30,10,-6,0,2,0,34623.994206528056
1996,1,31,8,-1,0,3.5,0,43568.880318724805
1996,2,1,5.5,-1,6,2.25,0.6,47614.96214717909
1996,2,2,5.5,-2,1,1.75,0.1,45824.581987272235
1996,2,3,7,-7,0,0,0,36000
1996,2,4,10,-8,0,1,0,29763.023348087285
1996,2,5,13,-4.5,0,4.25,0,29518.870423835837
1996,2,6,14.5,-4,0,5.25,0,27524.683193889807
1996,2,7,15.5,-3.5,0,6,0,26127.81834357869
1996,2,8,17.5,-3.5,0,7,0,24387.1066680805
1996,2,9,18.5,-5,0,6.75,0,22328.805985492414
1996,2,10,17.5,-4,0,6.75,0,24809.784428324907
1996,2,11,15,-1,0,7,0,31703.23866850465
1996,2,12,12.5,-0.5,0,6,0,39191.72751536804
1996,2,13,12,-1,3,5.5,0.3,37869.983075146294
1996,2,14,14,-4.5,0,4.75,0,28502.28357736502
1996,2,15,18,-4,0,7,0,24387.1066680805
1996,2,16,18.5,-2,0,8.25,0,24630.165919844218
1996,2,17,19,-2.5,0,8.25,0,22391.059927131104
1996,2,18,17,-1.5,0,7.75,0,25483.330454928346
1996,2,19,14,-2.5,0,5.75,0,29242.873761369487
1996,2,20,11.5,3.5,5,7.5,0.5,47131.42549347526
1996,2,21,12,4,5,8,0.5,45550.330885980984
1996,2,22,10,-1.5,10,4.25,1,41326.41859337017
1996,2,23,8.5,-8.5,0,0,0,28000
1996,2,24,7.5,-8,0,-0.25,0,32588.14965104477
1996,2,25,5.5,-6,0,-0.25,0,40735.18706380596
1996,2,26,0,-8.5,16,-4.25,1.6,43845.31584832694
1996,2,27,-2,-15,4,-8.5,0.4,37988.97869579367
1996,2,28,-0.5,-11,0,-5.75,0,42993.510039094945
1996,2,29,2.5,-17.5,0,-7.5,0,21084.306162969937
1996,3,1,5.5,-15,0,-4.75,0,22767.36889598188
1996,3,2,9.5,-12.5,0,-1.5,0,17857.88024754023
1996,3,3,11,-10.5,0,0.25,0,19639.79365278858
1996,3,4,10.5,-4,0,3.25,0,28508.358793964264
1996,3,5,9.5,2,0,5.75,0,47851.97524587734
1996,3,6,8.5,-5,1,1.75,0.1,31724.71060657308
1996,3,7,11.5,-7.5,0,2,0,20774.396523916836
1996,3,8,14.5,-7,0,3.75,0,18345.696467235583
1996,3,9,16.5,-3,0,6.75,0,19847.827542659925
1996,3,10,17.5,-1.5,0,8,0,20497.648898691445
1996,3,11,16.5,-4.5,0,6,0,13063.909171789344
1996,3,12,15,-2.5,0,6.25,0,17975.973473208996
1996,3,13,9.5,-3,11,3.25,1.1,31675.95421551585
1996,3,14,6.5,-4.5,3,1,0.3,40924.15710362002
1996,3,15,8,-5,0,1.5,0,28710.412053185566
1996,3,16,11,-2,0,4.5,0,29005.598262942596
1996,3,17,15,0,0,7.5,0,23565.71274673763
1996,3,18,16,-4.5,0,5.75,0,15950.658415292446
1996,3,19,15.5,-6.5,0,4.5,0,14502.799131471298
1996,3,20,17,-6,0,5.5,0,13524.993955409389
1996,3,21,17.5,-4.5,0,6.5,0,15144.406523391504
1996,3,22,17,-3.5,0,6.75,0,14885.870656994945
1996,3,23,12,-3,0,4.5,0,23204.47861035408
1996,3,24,8.5,-9.5,0,-0.5,0,20742.740983751257
1996,3,25,11,-5.5,0,2.75,0,22974.095987964993
1996,3,26,12.5,-6,0,3.25,0,19005.57252930951
1996,3,27,13,-7.5,0,2.75,0,16410.068562832137
1996,3,28,14,-4,0,5,0,19606.099997365207
1996,3,29,10,-4,5,3,0.5,32242.375573475045
1996,3,30,13,-6.5,0,3.25,0,19005.57252930951
1996,3,31,17,-6,0,5.5,0,16229.992746491269
1996,4,1,18.5,-5,0,6.75,0,14885.870656994945
1996,4,2,17,-2,0,7.5,0,18852.570197390105
1996,4,3,15,-6,0,4.5,0,17403.35895776556
1996,4,4,13.5,-1,0,6.25,0,25679.96210458428
1996,4,5,13,-2.5,0,5.25,0,24772.214874500827
1996,4,6,15,-4.5,0,5.25,0,19267.278235722864
1996,4,7,18.5,-4.5,0,7,0,14632.264000848301
1996,4,8,22,-1.5,0,10.25,0,13696.660996785027
1996,4,9,23.5,0.5,0,12,0,13936.03242038633
1996,4,10,20,1.5,0,10.75,0,18924.513170888484
1996,4,11,15,-3,0,6,0,20902.25467486295
1996,4,12,14,-5.5,2,4.25,0.2,17711.3222543015
1996,4,13,13,-3.5,0,4.75,0,22801.826861892012
1996,4,14,12.5,-6,0,3.25,0,22173.167950861098
1996,4,15,15.5,-6.5,0,4.5,0,17403.35895776556
1996,4,16,17.5,-4.5,0,6.5,0,15144.406523391504
1996,4,17,16.5,2,0,9.25,0,25110.661333894226
1996,4,18,14,1,0,7.5,0,28278.85529608516
1996,4,19,14,-6,0,4,0,18025.390303664546
1996,4,20,14,-3,0,5.5,0,21639.99032865502
1996,4,21,15.5,-4,0,5.75,0,18609.101484507853
1996,4,22,16.5,-5.5,0,5.5,0,13524.993955409389
1996,4,23,21,-3.5,0,8.75,0,10822.208908488577
1996,4,24,23.5,0,0,11.75,0,10625.922209580636
1996,4,25,25.5,6,0,15.75,0,13653.846373623819
1996,4,26,26.5,1.5,0,14,0,9170.308448621923
1996,4,27,26.5,2.5,0,14.5,0,10357.802891199914
1996,4,28,20.5,0.5,0,10.5,0,13469.80849261457
1996,4,29,17.5,-3,0,7.25,0,14383.48329996548
1996,4,30,21.5,-2.5,0,9.5,0,10288.088603049804
1996,5,1,24.5,0.5,0,12.5,0,10113.721759865319
1996,5,2,25,2,0,13.5,0,9473.339634469676
1996,5,3,24.5,4.5,0,14.5,0,11837.489018514189
1996,5,4,24,3,0,13.5,0,11052.229573547955
1996,5,5,25,0,0,12.5,0,8428.101466554432
1996,5,6,25.5,1,0,13.25,0,9629.058429618592
1996,5,7,25.5,2,0,13.75,0,9320.441729810474
1996,5,8,24.5,3,0,13.75,0,10873.848684778886
1996,5,9,23,4.5,0,13.75,0,13980.66259471571
1996,5,10,24.5,0,0,12.25,0,8567.76020270473
1996,5,11,28.5,2,0,15.25,0,8459.225924342361
1996,5,12,30.5,3.5,0,17,0,8826.361365020308
1996,5,13,29.5,6,0,17.75,0,9620.408186267165
1996,5,14,27,5,0,16,0,10749.87545632162
1996,5,15,25.5,5.5,0,15.5,0,11099.42024143174
1996,5,16,25.5,9,0,17.25,0,14893.315328418905
1996,5,17,25,6,0,15.5,0,11099.42024143174
1996,5,18,27,7.5,0,17.25,0,11169.986496314179
1996,5,19,26.5,13,0,19.75,0,19102.171487522253
1996,5,20,25.5,4.5,0,15,0,11461.78446759174
1996,5,21,25.5,1.5,0,13.5,0,9473.339634469676
1996,5,22,24,6.5,0,15.25,0,12688.83888651354
1996,5,23,21.5,5.5,0,13.5,0,12631.119512626236
1996,5,24,18,2.5,0,10.25,0,11739.995140101451
1996,5,25,13.5,-1,0,6.25,0,12839.98105229214
1996,5,26,12.5,-5,0,3.75,0,12230.464311490388
1996,5,27,17.5,-2.5,0,7.5,0,9426.285098695053
1996,5,28,22,3.5,0,12.75,0,11607.388379684384
1996,5,29,23,0.5,0,11.75,0,10625.922209580636
1996,5,30,23,1,0,12,0,10452.024315289746
1996,5,31,23.5,0,0,11.75,0,8854.935174650529
1996,6,1,26.5,2.5,0,14.5,0,8878.116763885642
1996,6,2,28.5,5,0,16.75,0,10248.509418077847
1996,6,3,30,5,0,17.5,0,9773.274304811972
1996,6,4,31.5,5.5,0,18.5,0,9177.703612701413
1996,6,5,31.5,9.5,0,20.5,0,11144.488082112895
1996,6,6,32,8.5,0,20.25,0,10288.893437853554
1996,6,7,32,8.5,0,20.25,0,10288.893437853554
1996,6,8,31.5,10.5,0,21,0,11789.22183560317
1996,6,9,31,10,0,20.5,0,11144.488082112895
1996,6,10,31,8.5,0,19.75,0,10612.317493067918
1996,6,11,29.5,10,0,19.75,0,11673.549242374711
1996,6,12,27.5,8.5,0,18,0,11837.781841707729
1996,6,13,26,7,0,16.5,0,11714.232736881548
1996,6,14,25,6,0,15.5,0,11099.42024143174
1996,6,15,27,7,0,17,0,11348.178897883254
1996,6,16,28.5,6,0,17.25,0,9928.876885612604
1996,6,17,29,6.5,0,17.75,0,10822.959209550561
1996,6,18,30,3.5,0,16.75,0,8967.445740818115
1996,6,19,30.5,6.5,0,18.5,0,10324.91656428909
1996,6,20,30.5,8.5,0,19.5,0,10778.30938321918
1996,6,21,29,11.5,0,20.25,0,12346.672125424264
1996,6,22,27.5,7.5,0,17.5,0,10994.933592913467
1996,6,23,27,2.5,0,14.75,0,8735.951816687302
1996,6,24,28,6,0,17,0,10087.270131451782
1996,6,25,27,6.5,0,16.75,0,11529.573095337577
1996,6,26,25,8,0,16.5,0,13015.81415209061
1996,6,27,23.5,5,0,14.25,0,12030.512992873013
1996,6,28,24,4,0,14,0,10698.69319005891
1996,6,29,29,3.5,0,16.25,0,9257.284441133124
1996,6,30,31,10,0,20.5,0,11144.488082112895
1996,7,1,29.5,9.5,0,19.5,0,11856.1403215411
1996,7,2,31,8.5,0,19.75,0,10612.317493067918
1996,7,3,30,11,0,20.5,0,12157.623362304976
1996,7,4,30.5,14,5,22.25,0.5,13652.479938895536
1996,7,5,30.5,13.5,0,22,0,12937.770709750097
1996,7,6,31.5,14.5,5,23,0.5,13045.308748499147
1996,7,7,31,13,11,22,1.1,12937.770709750097
1996,7,8,30,10.5,3,20.25,0.3,12346.672125424264
1996,7,9,26,11.5,12,18.75,1.2,13552.895775726907
1996,7,10,25,13.5,5,19.25,0.5,17515.56600693291
1996,7,11,26.5,12.5,4,19.5,0.4,15089.633136506853
1996,7,12,28.5,13,4,20.75,0.4,13967.13171483238
1996,7,13,27.5,12.5,3,20,0.3,16718.71538081092
1996,7,14,27.5,11,3,19.25,0.3,15326.120256066295
1996,7,15,26.5,10.5,0,18.5,0,13766.55541905212
1996,7,16,24.5,12.5,0,18.5,0,18355.407225402825
1996,7,17,26,11.5,0,18.75,0,13552.895775726907
1996,7,18,27.5,9.5,0,18.5,0,12619.342467464443
1996,7,19,29.5,8,0,18.75,0,11294.079813105756
1996,7,20,31.5,11,0,21.25,0,11609.74683890988
1996,7,21,32.5,12,0,22.25,0,11832.149280376132
1996,7,22,33.5,14.5,0,24,0,12282.53117039012
1996,7,23,34,13.5,0,23.75,0,11637.17269351974
1996,7,24,34,14.5,0,24.25,0,12099.781194963358
1996,7,25,32.5,12.5,0,22.5,0,11653.737661051748
1996,7,26,29.5,10.5,7,20,0.7,13583.956246908872
1996,7,27,29,11,6,20,0.6,16718.71538081092
1996,7,28,27.5,12,5,19.75,0.5,22285.86673544263
1996,7,29,28,11.5,0,19.75,0,15918.476239601878
1996,7,30,29,14,0,21.5,0,18102.79302841568
1996,7,31,29.5,11,0,20.25,0,13375.56146920962
1996,8,1,30.5,13,2,21.75,0.2,14074.940259079145
1996,8,2,28,11.5,5,19.75,0.5,22285.86673544263
1996,8,3,26,12.5,12,19.25,1.2,29557.51763669929
1996,8,4,25.5,11,0,18.25,0,24472.019852511163
1996,8,5,25.5,6.5,0,16,0,17468.547616522636
1996,8,6,27,7,0,17,0,16391.813963609147
1996,8,7,29,8,0,18.5,0,14913.768370639795
1996,8,8,29.5,7.5,0,18.5,0,14913.768370639795
1996,8,9,28.5,10.5,0,19.5,0,19400.956889794525
1996,8,10,29.5,8,0,18.75,0,15811.711738348058
1996,8,11,31.5,8.5,0,20,0,14628.875958209557
1996,8,12,31,13,0,22,0,19406.65606462515
1996,8,13,32,11.5,0,21.75,0,16889.928310894975
1996,8,14,30.5,14,0,22.25,0,21843.96790223286
1996,8,15,31,13.5,1,22.25,0.1,20933.80257297316
1996,8,16,30.5,9,0,19.75,0,15918.476239601878
1996,8,17,29.5,9,0,19.25,0,17515.56600693291
1996,8,18,27.5,9.5,0,18.5,0,20649.83312857818
1996,8,19,27.5,11,0,19.25,0,22989.180384099443
1996,8,20,29,10,5,19.5,0.5,24790.111581404115
1996,8,21,26.5,8.5,8,17.5,0.8,26876.504338232924
1996,8,22,26.5,7.5,0,17,0,21435.449029335035
1996,8,23,25.5,10.5,5,18,0.5,33145.78915678164
1996,8,24,25,10.5,7,17.75,0.7,34873.97967521847
1996,8,25,25,10,5,17.5,0.5,34206.4600668419
1996,8,26,24.5,8.5,7,16.5,0.7,33841.116795435584
1996,8,27,26,9,4,17.5,0.4,32984.8007787404
1996,8,28,28.5,11.5,0,20,0,29257.751916419114
1996,8,29,30.5,11,0,20.75,0,25938.95889897442
1996,8,30,31,10,0,20.5,0,23302.111444417867
1996,8,31,31.5,8,0,19.75,0,21224.634986135836
1996,9,1,29.5,11,0,20.25,0,27780.012282204592
1996,9,2,27.5,9.5,4,18.5,0.4,32121.962644454947
1996,9,3,26.5,7.5,8,17,0.8,31522.71916078682
1996,9,4,26,9,10,17.5,1,35428.119354943396
1996,9,5,23.5,9.5,12,16.5,1.2,39047.44245627183
1996,9,6,22.5,7,7,14.75,0.7,36399.79923619709
1996,9,7,22,5,6,13.5,0.6,34735.578659722145
1996,9,8,25,5.5,0,15.25,0,29607.29073519826
1996,9,9,26,6,2,16,0.2,29562.15750488446
1996,9,10,23,10.5,4,16.75,0.4,40994.03767231139
1996,9,11,20,10,6,15,0.6,44414.414811917995
1996,9,12,22,5.5,0,13.75,0,35728.359964273484
1996,9,13,20.5,6,10,13.25,1,36911.39064687126
1996,9,14,18.5,6,9,12.25,0.9,39411.696932441766
1996,9,15,17.5,1.5,6,9.5,0.6,34979.501250369336
1996,9,16,18.5,4.5,0,11.5,0,37810.750606958645
1996,9,17,15.5,5.5,5,10.5,0.5,44257.9421900193
1996,9,18,14.5,3.5,3,9,0.3,42563.169224298515
1996,9,19,16.5,1,6,8.75,0.6,34631.06850716344
1996,9,20,20.5,0,0,10.25,0,29349.98785025363
1996,9,21,23,2,0,12.5,0,30341.165279595953
1996,9,22,23,4,0,13.5,0,31577.798781565587
1996,9,23,23,3,0,13,0,30994.242835691308
1996,9,24,23,3.5,0,13.25,0,32096.861432061967
1996,9,25,21,4.5,0,12.75,0,34822.165139053155
1996,9,26,20,5.5,0,12.75,0,38138.561818962975
1996,9,27,19,1,0,10,0,31834.981362358867
1996,9,28,18.5,1.5,0,10,0,33824.667697506295
1996,9,29,22,0,0,11,0,27918.487517598136
1996,9,30,23,2,0,12.5,0,30341.165279595953
1996,10,1,23.5,2.5,0,13,0,29362.96689697071
1996,10,2,22.5,2.5,0,12.5,0,30341.165279595953
1996,10,3,21,2,0,11.5,0,32409.21480596455
1996,10,4,20.5,3.5,0,12,0,34840.08105096582
1996,10,5,22.5,3,0,12.75,0,31505.76845914333
1996,10,6,23,2.5,0,12.75,0,29847.570119188418
1996,10,7,24,2.5,0,13.25,0,28887.175288855775
1996,10,8,26,1.5,0,13.75,0,26407.91823446301
1996,10,9,27,2.5,0,14.75,0,26207.855450061903
1996,10,10,27.5,4.5,0,16,0,28218.423072844256
1996,10,11,26,3.5,0,14.75,0,29119.839388957673
1996,10,12,24.5,2,0,13.25,0,28887.175288855775
1996,10,13,24,1.5,0,12.75,0,28189.371779233505
1996,10,14,21.5,6,0,13.75,0,35728.359964273484
1996,10,15,21.5,1.5,0,11.5,0,30608.70287229986
1996,10,16,20,4.5,0,12.25,0,35984.59285135987
1996,10,17,19,0,0,9.5,0,30864.265809149412
1996,10,18,18,-2,0,8,0,29607.715075887638
1996,10,19,16.5,4,0,10.25,0,39133.3171336715
1996,10,20,12.5,-1,0,5.75,0,37218.20296901571
1996,10,21,7.5,-7.5,0,0,0,36000
1996,10,22,8,-9.5,0,-0.75,0,29575.858459697036
1996,10,23,12,-9.5,0,1.25,0,25577.500052073206
1996,10,24,13,-8.5,0,2.25,0,27208.54979838805
1996,10,25,9.5,-6,0,1.75,0,35249.67845174787
1996,10,26,2.5,-8,7,-2.75,0.7,39181.79433457344
1996,10,27,1.5,-4.5,7,-1.5,0.7,49109.17068073564
1996,10,28,3,-3,8,0,0.8,48000
1996,10,29,5.5,-5.5,0,0,0,40000
1996,10,30,9.5,-6.5,0,1.5,0,32299.21355983376
1996,10,31,9.5,-3.5,4,3,0.4,38690.850688170045
1996,11,1,8,-8,0,0,0,32000
1996,11,2,10,-3,0,3.5,0,37344.754558906985
1996,11,3,8.5,-1.5,3,3.5,0.3,43568.880318724805
1996,11,4,10.5,-4,0,3.25,0,34843.54963706744
1996,11,5,12.5,-4,0,4.25,0,32470.75746621942
1996,11,6,11.5,-4.5,0,3.5,0,34232.69167899807
1996,11,7,10.5,-9,0,0.75,0,30305.432663982276
1996,11,8,12,-4,0,4,0,33046.548890051665
1996,11,9,15,-1.5,0,6.75,0,34733.698199654864
1996,11,10,18.5,-6,0,6.25,0,25679.96210458428
1996,11,11,17.5,-4.5,0,6.5,0,27764.745292884425
1996,11,12,18.5,-4.5,0,7,0,26825.817334888554
1996,11,13,18,-4,0,7,0,26825.817334888554
1996,11,14,15,-2,0,6.5,0,32812.88080068159
1996,11,15,10.5,0.5,0,5.5,0,43279.98065731004
1996,11,16,7,-6.5,8,0.25,0.8,35351.628575019444
1996,11,17,7,-9,0,-1,0,34426.21627240717
1996,11,18,12.5,-4.5,0,4,0,33046.548890051665
1996,11,19,17,-3.5,0,6.75,0,29771.74131398989
1996,11,20,18,-2,0,8,0,29607.715075887638
1996,11,21,16.5,-2.5,0,7,0,31703.23866850465
1996,11,22,11.5,0.5,11,6,1.1,41804.5093497259
1996,11,23,8,-1.5,9,3.25,0.9,44346.335901722196
1996,11,24,9.5,-4.5,0,2.5,0,36750.43787732144
1996,11,25,10.5,-6,0,2.25,0,34010.68724798506
1996,11,26,6.5,-2.5,7,2,0.7,45011.19246848647
1996,11,27,2,-4.5,9,-1.25,0.9,48213.519828820725
1996,11,28,5.5,-8.5,0,-1.5,0,35715.76049508046
1996,11,29,4,-7.5,7,-1.75,0.7,40928.24801813354
1996,11,30,3,-10.5,3,-3.75,0.3,36947.233345639244
1996,12,1,6,-12.5,0,-3.25,0,30503.920141741302
1996,12,2,8,-11,0,-1.5,0,31251.29043319541
1996,12,3,7,-13.5,0,-3.25,0,25419.933451451085
1996,12,4,9,-10,0,-0.5,0,29039.83737725176
1996,12,5,6.5,-7.5,0,-0.5,0,37336.93377075226
1996,12,6,7,-1,0,3,0,45139.32580286506
1996,12,7,10.5,-3,0,3.75,0,36691.392934471165
1996,12,8,14,-4.5,0,4.75,0,31352.511935101516
1996,12,9,12.5,-3,0,4.75,0,34202.74029283802
1996,12,10,9,1,14,5,1.4,44813.94285112047
1996,12,11,9,1,3,5,0.3,44813.94285112047
1996,12,12,12,-2,0,5,0,36411.32856653538
1996,12,13,13.5,-6,0,3.75,0,30576.16077872597
1996,12,14,11.5,-7,0,2.25,0,30609.618523186553
1996,12,15,4,-8,0,-2,0,37059.40007637627
1996,12,16,8.5,-9.5,0,-0.5,0,29039.83737725176
1996,12,17,6.5,-9.5,0,-1.5,0,31251.29043319541
1996,12,18,0.5,-11.5,0,-5.5,0,36154.83429779391
1996,12,19,5.5,-12,0,-3.25,0,30503.920141741302
1996,12,20,7.5,-12,0,-2.25,0,28314.211851063577
1996,12,21,7,-6.5,0,0.25,0,35351.628575019444
1996,12,22,6,-1.5,0,2.25,0,47614.96214717909
1996,12,23,6,-3.5,0,1.25,0,43847.142946411215
1996,12,24,7,-9,0,-1,0,34426.21627240717
1996,12,25,10,-10,0,0,0,28000
1996,12,26,9,-9,0,0,0,32000
1996,12,27,8,-3,0,2.5,0,40091.38677525975
1996,12,28,8,-2.5,0,2.75,0,42666.17826336355
1996,12,29,11,-6,0,2.5,0,33409.488979383124
1996,12,30,12,-5,0,3.5,0,34232.69167899807
1997,1,1,12.5,-3.5,0,4.5,0,34806.71791553112
1997,1,2,12.5,0.5,0,6.5,0,40385.08406237734
1997,1,3,11,-0.5,9,5.25,0.9,41287.02479083471
1997,1,4,7,-6.5,10,0.25,1,35351.628575019444
1997,1,5,2,-4,7,-1,0.7,47336.04737455986
1997,1,6,-1,-9,10,-5,1,46406.53737318527
1997,1,7,-2,-11.5,0,-6.75,0,39791.915541568356
1997,1,8,0.5,-11.5,0,-5.5,0,36154.83429779391
1997,1,9,3.5,-13.5,0,-5,0,29004.08585824079
1997,1,10,7,-9,0,-1,0,34426.21627240717
1997,1,11,7.5,-6.5,0,0.5,0,34716.26113963588
1997,1,12,3.5,-4,9,-0.25,0.9,44808.705770186556
1997,1,13,1,-3,39,-1,3.9,51639.32440861075
1997,1,14,-0.5,-12,27,-6.25,2.7,38290.35621544241
1997,1,15,1.5,-20,0,-9.25,0,24176.356396346942
1997,1,16,2,-17,0,-7.5,0,28112.40821729325
1997,1,17,4,-17,0,-6.5,0,26022.068738583905
1997,1,18,6,-15.5,0,-4.75,0,28459.21111997735
1997,1,19,6.5,-14.5,0,-4,0,26891.79514243508
1997,1,20,6,-11,0,-2.5,0,33652.181862305995
1997,1,21,5.5,-9.5,0,-2,0,32426.975066829233
1997,1,22,4,-11,0,-3.5,0,36260.47429331165
1997,1,23,2.5,-4,0,-0.75,0,46476.34900809534
1997,1,24,7,-4.5,0,1.25,0,40193.21436754361
1997,1,25,7,-5.5,0,0.75,0,37881.79082997785
1997,1,26,5,-1.5,26,1.75,2.6,49349.54983244702
1997,1,27,8,-2,5,3,0.5,41915.08824551755
1997,1,28,8,-5.5,0,1.25,0,36539.28578867601
1997,1,29,6,-5,0,0.5,0,42430.98583733274
1997,1,30,7.5,-6,0,0.75,0,37881.79082997785
1997,1,31,12,-8,0,2,0,27699.195365222447
1997,2,1,12.5,-5.5,0,3.5,0,31120.62879908915
1997,2,2,10,-4.5,0,2.75,0,36102.1508382307
1997,2,3,10.5,-10,0,0.25,0,27495.711113904013
1997,2,4,9,-10,0,-0.5,0,29039.83737725176
1997,2,5,9,-9,0,0,0,32000
1997,2,6,3.5,-10,0,-3.25,0,35587.90683203152
1997,2,7,3,-14.5,0,-5.75,0,30709.65002792496
1997,2,8,5.5,-10,0,-2.25,0,33033.24715957417
1997,2,9,7.5,-10.5,0,-1.5,0,31251.29043319541
1997,2,10,9.5,-10,0,-0.25,0,28514.630944664175
1997,2,11,9,-6.5,0,1.25,0,32885.35720980841
1997,2,12,8,-7.5,0,0.25,0,35351.628575019444
1997,2,13,6,-9,3,-1.5,0.3,35715.76049508046
1997,2,14,7,-10.5,0,-1.75,0,31833.081791881643
1997,2,15,10.5,-10,0,0.25,0,27495.711113904013
1997,2,16,12.5,-5.5,0,3.5,0,31120.62879908915
1997,2,17,11.5,-2.5,0,4.5,0,37707.27774182538
1997,2,18,11.5,-4.5,0,3.5,0,34232.69167899807
1997,2,19,11.5,-3.5,0,4,0,36050.78060732909
1997,2,20,11,-5,0,3,0,35466.613130822545
1997,2,21,8,-9.5,0,-0.75,0,29575.858459697036
1997,2,22,5.5,-12.5,0,-3.5,0,31080.406537124276
1997,2,23,6.5,-11,0,-2.25,0,33033.24715957417
1997,2,24,2.5,-7,1,-2.25,0.1,42471.317776595366
1997,2,25,1,-7.5,3,-3.25,0.3,45755.880212611955
1997,2,26,3,-9.5,0,-3.25,0,35587.90683203152
1997,2,27,1.5,-6,16,-2.25,1.6,47190.35308510596
1997,2,28,0,-10,17,-5,1.7,40605.72020153711
1997,3,1,3,-19,0,-8,0,21920.33494179648
1997,3,2,7,-13.5,0,-3.25,0,25419.933451451085
1997,3,3,9,-13,0,-2,0,27794.550057282202
1997,3,4,9,-8,0,0.5,0,30858.898790787447
1997,3,5,9,-11.5,0,-1.25,0,26298.283542993126
1997,3,6,12,-10.5,0,0.75,0,26517.253580984492
1997,3,7,14,-9,0,2.5,0,26727.5911835065
1997,3,8,15,-7.5,0,3.75,0,27518.544700853374
1997,3,9,14.5,-7,0,3.75,0,27518.544700853374
1997,3,10,15.5,-6,0,4.75,0,28502.28357736502
1997,3,11,17.5,-5.5,0,6,0,26127.81834357869
1997,3,12,18,-2.5,0,7.75,0,30116.66326491532
1997,3,13,17.5,-2.5,0,7.5,0,30635.426570758922
1997,3,14,17,-4.5,0,6.25,0,28247.958315042706
1997,3,15,16.5,-3.5,0,6.5,0,30288.81304678301
1997,3,16,16,-1.5,0,7.25,0,33561.46103325279
1997,3,17,16,-1,0,7.5,0,32991.997845432685
1997,3,18,17,-2,0,7.5,0,30635.426570758922
1997,3,19,19,-1,0,9,0,29794.21845700896
1997,3,20,21,-3,0,9,0,25537.90153457911
1997,3,21,22,-1,0,10.5,0,26939.61698522914
1997,3,22,21,-1,0,10,0,27855.60869206401
1997,3,23,18.5,-2.5,0,8,0,27330.198531588587
1997,3,24,16.5,-4,0,6.25,0,28247.958315042706
1997,3,25,14,-2.5,0,5.75,0,34559.7598998003
1997,3,26,12.5,-5.5,0,3.5,0,31120.62879908915
1997,3,27,14.5,-3.5,0,5.5,0,32459.985492982538
1997,3,28,16,-2.5,0,6.75,0,29771.74131398989
1997,3,29,15.5,-3.5,0,6,0,31353.382012294423
1997,3,30,15.5,-6,0,4.75,0,25652.055219628517
1997,3,31,14.5,0.5,0,7.5,0,37705.14039478021
1997,4,1,10.5,0,1,5.25,0.1,41287.02479083471
